"Name","vCPUs","MemoryGB","CachedDiskBytes","MaxResourceVolumeMB","CpuArchitectureType","LowPriorityCapable","EphemeralOSDiskSupported","EncryptionAtHostSupported","Regions"
"Standard_E96as_v4","96","672","1717986918400","1376256","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E96as_v5","96","672","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E96bds_v5","96","672","0","3686400","x64","True","True","True","canadacentral,centralus,eastus,eastus2,northcentralus,southcentralus,westus2,westus3"
"Standard_E96bs_v5","96","672","0","0","x64","True","False","True","canadacentral,centralus,eastus,eastus2,northcentralus,southcentralus,westus2,westus3"
"Standard_E96d_v5","96","672","0","3686400","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E96ds_v5","96","672","0","3686400","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E96ias_v4","96","672","19200000000","1376256","x64","True","True","True","centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_E96s_v5","96","672","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_EC16ads_cc_v5","16","128","429497000000","614400","x64","True","True","True","eastus,westus"
"Standard_EC16ads_v5","16","128","0","614400","x64","True","True","True","eastus,eastus2,westus"
"Standard_EC16as_cc_v5","16","128","0","0","x64","True","False","True","eastus,westus"
"Standard_EC16as_v5","16","128","0","0","x64","True","False","True","eastus,westus"
"Standard_EC20ads_cc_v5","20","160","429497000000","768000","x64","True","True","True","eastus,westus"
"Standard_EC20ads_v5","20","160","0","768000","x64","True","True","True","eastus,westus"
"Standard_EC20as_cc_v5","20","160","0","0","x64","True","False","True","eastus,westus"
"Standard_EC20as_v5","20","160","0","0","x64","True","False","True","eastus,westus"
"Standard_EC2ads_v5","2","16","0","76800","x64","True","True","True","eastus,westus"
"Standard_EC2as_v5","2","16","0","0","x64","True","False","True","eastus,westus"
"Standard_EC32ads_cc_v5","32","192","858993000000","1228800","x64","True","True","True","eastus,westus"
"Standard_EC32ads_v5","32","192","0","1228800","x64","True","True","True","eastus,eastus2,westus"
"Standard_EC32as_cc_v5","32","192","0","0","x64","True","False","True","eastus,westus"
"Standard_EC32as_v5","32","192","0","0","x64","True","False","True","eastus,westus"
"Standard_EC48ads_cc_v5","48","384","1288490000000","1843200","x64","True","True","True","eastus,westus"
"Standard_EC48ads_v5","48","384","0","1843200","x64","True","True","True","eastus,eastus2,westus"
"Standard_EC48as_cc_v5","48","384","0","0","x64","True","False","True","eastus,westus"
"Standard_EC48as_v5","48","384","0","0","x64","True","False","True","eastus,westus"
"Standard_EC4ads_cc_v5","4","32","107374000000","153600","x64","True","True","True","eastus,westus"
"Standard_EC4ads_v5","4","32","0","153600","x64","True","True","True","eastus,westus"
"Standard_EC4as_cc_v5","4","32","0","0","x64","True","False","True","eastus,westus"
"Standard_EC4as_v5","4","32","0","0","x64","True","False","True","eastus,westus"
"Standard_EC64ads_cc_v5","64","512","1717990000000","2457600","x64","True","True","True","eastus,westus"
"Standard_EC64ads_v5","64","512","0","2457600","x64","True","True","True","eastus,westus"
"Standard_EC64as_cc_v5","64","512","0","0","x64","True","False","True","eastus,westus"
"Standard_EC64as_v5","64","512","0","0","x64","True","False","True","eastus,westus"
"Standard_EC8ads_cc_v5","8","64","214748000000","307200","x64","True","True","True","eastus,westus"
"Standard_EC8ads_v5","8","64","0","307200","x64","True","True","True","eastus,eastus2,westus"
"Standard_EC8as_cc_v5","8","64","0","0","x64","True","False","True","eastus,westus"
"Standard_EC8as_v5","8","64","0","0","x64","True","False","True","eastus,westus"
"Standard_EC96ads_cc_v5","96","672","1717990000000","3686400","x64","True","True","True","eastus,westus"
"Standard_EC96ads_v5","96","672","0","2457600","x64","True","True","True","eastus,westus"
"Standard_EC96as_cc_v5","96","672","0","0","x64","True","False","True","eastus,westus"
"Standard_EC96as_v5","96","672","0","0","x64","True","False","True","eastus,westus"
"Standard_EC96iads_v5","96","672","0","2457600","x64","True","True","True","eastus,westus"
"Standard_EC96ias_v5","96","672","0","0","x64","True","False","True","eastus,westus"
"Standard_F1","1","2","0","16384","x64","True","False","False","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_F16","16","32","0","262144","x64","True","False","False","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_F16s","16","32","206158430208","65536","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_F16s_v2","16","32","274877906944","131072","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_F1s","1","2","12884901888","4096","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_F2","2","4","0","32768","x64","True","False","False","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_F2s","2","4","25769803776","8192","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_F2s_v2","2","4","34359738368","16384","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_F32s_v2","32","64","549755813888","262144","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_F4","4","8","0","65536","x64","True","False","False","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_F48s_v2","48","96","824633720832","393216","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_F4s","4","8","51539607552","16384","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_F4s_v2","4","8","68719476736","32768","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_F64s_v2","64","128","1099511627776","524288","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_F72s_v2","72","144","1632087572480","589824","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_F8","8","16","0","131072","x64","True","False","False","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_F8s","8","16","103079215104","32768","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_F8s_v2","8","16","137438953472","65536","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_FX12mds","12","252","579821000000","516096","x64","True","True","True","eastus,westus2,westus3"
"Standard_FX24mds","24","504","1159640000000","1032192","x64","True","True","True","eastus,westus2,westus3"
"Standard_FX36mds","36","756","1739460000000","1548288","x64","True","True","True","eastus,westus2,westus3"
"Standard_FX48mds","48","1008","2319280000000","2064384","x64","True","True","True","eastus,westus2,westus3"
"Standard_FX4mds","4","84","193274000000","172032","x64","True","True","True","eastus,westus2,westus3"
"Standard_G1","2","28","0","393216","x64","True","False","False","canadacentral,eastus"
"Standard_G2","4","56","0","786432","x64","True","False","False","canadacentral,eastus"
"Standard_G3","8","112","0","1572864","x64","True","False","False","canadacentral,eastus"
"Standard_G4","16","224","0","3145728","x64","True","False","False","canadacentral,eastus"
"Standard_G5","32","448","0","6291456","x64","True","False","False","canadacentral"
"Standard_GS1","2","28","283467841536","57344","x64","True","True","True","canadacentral"
"Standard_GS2","4","56","566935683072","114688","x64","True","True","True","canadacentral"
"Standard_GS3","8","112","1133871366144","229376","x64","True","True","True","canadacentral"
"Standard_GS4","16","224","2267742732288","458752","x64","True","True","True","canadacentral"
"Standard_GS4-4","16","224","2267742732288","458752","x64","True","True","True","canadacentral"
"Standard_GS4-8","16","224","2267742732288","458752","x64","True","True","True","canadacentral"
"Standard_GS5","32","448","4535485464576","917504","x64","True","True","True","canadacentral"
"Standard_GS5-16","32","448","4535485464576","917504","x64","True","True","True","canadacentral"
"Standard_GS5-8","32","448","4535485464576","917504","x64","True","True","True","canadacentral"
"Standard_HB120-16rs_v2","120","456","137438953472","491520","x64","True","True","True","canadacentral,eastus,northcentralus,southcentralus,westus2"
"Standard_HB120-16rs_v3","120","448","137438953472","491520","x64","True","True","True","eastus,southcentralus,westus3"
"Standard_HB120-32rs_v2","120","456","137438953472","491520","x64","True","True","True","canadacentral,eastus,northcentralus,southcentralus,westus2"
"Standard_HB120-32rs_v3","120","448","137438953472","491520","x64","True","True","True","eastus,southcentralus,westus3"
"Standard_HB120-64rs_v2","120","456","137438953472","491520","x64","True","True","True","canadacentral,eastus,northcentralus,southcentralus,westus2"
"Standard_HB120-64rs_v3","120","448","137438953472","491520","x64","True","True","True","eastus,southcentralus,westus3"
"Standard_HB120-96rs_v2","120","456","137438953472","491520","x64","True","True","True","canadacentral,eastus,northcentralus,southcentralus,westus2"
"Standard_HB120-96rs_v3","120","448","137438953472","491520","x64","True","True","True","eastus,southcentralus,westus3"
"Standard_HB120rs_v2","120","456","137438953472","491520","x64","True","True","True","canadacentral,eastus,northcentralus,southcentralus,westus2"
"Standard_HB120rs_v3","120","448","137438953472","491520","x64","True","True","True","eastus,southcentralus,westus3"
"Standard_HB176-144rs_v4","176","768","137438953472","491520","x64","True","True","False","eastus"
"Standard_HB176-24rs_v4","176","768","137438953472","491520","x64","True","True","False","eastus"
"Standard_HB176-48rs_v4","176","768","137438953472","491520","x64","True","True","False","eastus"
"Standard_HB176-96rs_v4","176","768","137438953472","491520","x64","True","True","False","eastus"
"Standard_HB176rs_v4","176","768","137438953472","491520","x64","True","True","False","eastus"
"Standard_HB60-15rs","60","228","23622320128","716800","x64","True","True","True","eastus,southcentralus"
"Standard_HB60-30rs","60","228","23622320128","716800","x64","True","True","True","eastus,southcentralus"
"Standard_HB60-45rs","60","228","23622320128","716800","x64","True","True","True","eastus,southcentralus"
"Standard_HB60rs","60","228","0","716800","x64","True","True","True","eastus,southcentralus"
"Standard_HC44-16rs","44","352","23622320128","716800","x64","True","True","True","eastus,southcentralus,westus2"
"Standard_HC44-32rs","44","352","23622320128","716800","x64","True","True","True","eastus,southcentralus,westus2"
"Standard_HC44rs","44","352","0","716800","x64","True","True","True","eastus,southcentralus,westus2"
"Standard_HX176-144rs","176","1472","137438953472","491520","x64","True","True","False","eastus"
"Standard_HX176-24rs","176","1472","137438953472","491520","x64","True","True","False","eastus"
"Standard_HX176-48rs","176","1472","137438953472","491520","x64","True","True","False","eastus"
"Standard_HX176-96rs","176","1472","137438953472","491520","x64","True","True","False","eastus"
"Standard_HX176rs","176","1472","137438953472","491520","x64","True","True","False","eastus"
"Standard_L16as_v3","16","128","0","163840","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_L16s","16","128","0","2874368","x64","True","True","True","canadacentral"
"Standard_L16s_v2","16","128","0","163840","x64","True","True","True","centralus,eastus,eastus2,southcentralus,westus,westus2"
"Standard_L16s_v3","16","128","0","163840","x64","True","True","True","canadacentral,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_L32as_v3","32","256","0","327680","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_L32s","32","256","0","5765120","x64","True","True","True","canadacentral"
"Standard_L32s_v2","32","256","0","327680","x64","True","True","True","centralus,eastus,eastus2,southcentralus,westus,westus2"
"Standard_L32s_v3","32","256","0","327680","x64","True","True","True","canadacentral,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_L48as_v3","48","384","0","491520","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_L48s_v2","48","384","0","491520","x64","True","True","True","centralus,eastus,eastus2,southcentralus,westus,westus2"
"Standard_L48s_v3","48","384","0","491520","x64","True","True","True","canadacentral,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_L4s","4","32","0","694272","x64","True","True","True","canadacentral"
"Standard_L64as_v3","64","512","0","655360","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_L64s_v2","64","512","0","655360","x64","True","True","True","centralus,eastus,eastus2,southcentralus,westus,westus2"
"Standard_L64s_v3","64","512","0","655360","x64","True","True","True","canadacentral,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_L80as_v3","80","640","0","819200","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_L80s_v2","80","640","0","819200","x64","True","True","True","centralus,eastus,eastus2,southcentralus,westus,westus2"
"Standard_L80s_v3","80","640","0","819200","x64","True","True","True","canadacentral,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_L8as_v3","8","64","0","81920","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_L8s","8","64","0","1421312","x64","True","True","True","canadacentral"
"Standard_L8s_v2","8","64","0","81920","x64","True","True","True","centralus,eastus,eastus2,southcentralus,westus,westus2"
"Standard_L8s_v3","8","64","0","81920","x64","True","True","True","canadacentral,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M128","128","2000","2637109919744","16384000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M128-32ms","128","3800","13632226197504","4096000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M128-64ms","128","3800","13632226197504","4096000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M128dms_v2","128","3892","13600000000000","4194304","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M128ds_v2","128","2048","13600000000000","4194304","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M128m","128","3800","2637109919744","16384000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M128ms","128","3800","13632226197504","4096000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M128ms_v2","128","3892","13600000000000","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M128s","128","2000","13632226197504","4096000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M128s_v2","128","2048","13600000000000","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M16-4ms","16","438","1704028274688","512000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M16-8ms","16","438","1704028274688","512000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M16ms","16","438","1704028274688","512000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M192idms_v2","192","4096","13600000000000","4194304","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M192ids_v2","192","2048","13600000000000","4194304","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M192ims_v2","192","4096","13600000000000","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M192is_v2","192","2048","13600000000000","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M208ms_v2","208","5700","0","4194304","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M208s_v2","208","2850","0","4194304","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M32-16ms","32","875","3408056549376","1024000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M32-8ms","32","875","3408056549376","1024000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M32dms_v2","32","875","3410000000000","1048576","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M32ls","32","256","3408056549376","1024000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M32ms","32","875","3408056549376","1024000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M32ms_v2","32","875","3410000000000","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M32ts","32","192","3408056549376","1024000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M416-208ms_v2","416","11400","15118000000000","8388608","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M416-208s_v2","416","5700","15118000000000","8388608","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M416ms_v2","416","11400","0","8388608","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M416s_8_v2","416","7600","15118284881920","4194304","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M416s_v2","416","5700","0","8388608","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M64","64","1000","1318554959872","8192000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M64-16ms","64","1750","6816113098752","2048000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M64-32ms","64","1750","6816113098752","2048000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M64dms_v2","64","1792","6820000000000","2097152","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M64ds_v2","64","1024","6820000000000","2097152","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M64ls","64","512","6816113098752","2048000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M64m","64","1750","6816113098752","8192000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M64ms","64","1750","6816113098752","2048000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M64ms_v2","64","1792","6820000000000","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M64s","64","1024","6816113098752","2097152","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M64s_v2","64","1024","6820000000000","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M8-2ms","8","219","851477266432","256000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M8-4ms","8","219","851477266432","256000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_M8ms","8","219","851477266432","256000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_NC12","12","112","0","696320","x64","True","False","False","eastus,northcentralus,southcentralus"
"Standard_NC12s_v2","12","224","687194767360","1509376","x64","True","True","True","eastus,southcentralus,westus2"
"Standard_NC12s_v3","12","224","0","688128","x64","True","True","True","canadacentral,centralus,eastus,eastus2,southcentralus,westus,westus2,westus3"
"Standard_NC16ads_A10_v4","16","200","0","1474560","x64","True","True","True","eastus,westus3"
"Standard_NC16as_T4_v3","16","110","154619000000","360448","x64","True","True","True","centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2"
"Standard_NC24","24","224","0","1474560","x64","True","False","False","eastus,northcentralus,southcentralus"
"Standard_NC24ads_A100_v4","24","220","274877906944","65536","x64","True","True","True","canadacentral,centralus,eastus,eastus2,southcentralus,westus,westus2,westus3"
"Standard_NC24r","24","224","0","1474560","x64","True","False","False","eastus,northcentralus,southcentralus"
"Standard_NC24rs_v2","24","448","1374389534720","3018752","x64","True","True","True","eastus,southcentralus,westus2"
"Standard_NC24rs_v3","24","448","1374389534720","3018752","x64","True","True","True","canadacentral,centralus,eastus,eastus2,southcentralus,westus,westus2,westus3"
"Standard_NC24s_v2","24","448","1374389534720","3018752","x64","True","True","True","eastus,southcentralus,westus2"
"Standard_NC24s_v3","24","448","0","1376256","x64","True","True","True","canadacentral,centralus,eastus,eastus2,southcentralus,westus,westus2,westus3"
"Standard_NC32ads_A10_v4","32","400","1099511627776","2949120","x64","True","True","True","eastus,westus3"
"Standard_NC48ads_A100_v4","48","440","549755813888","131072","x64","True","True","True","canadacentral,centralus,eastus,eastus2,southcentralus,westus,westus2,westus3"
"Standard_NC4as_T4_v3","4","28","154619000000","180224","x64","True","True","True","centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2"
"Standard_NC6","6","56","0","348160","x64","True","False","False","eastus,northcentralus,southcentralus"
"Standard_NC64as_T4_v3","64","440","154618822656","2883584","x64","True","True","True","centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2"
"Standard_NC6s_v2","6","112","343597383680","753664","x64","True","True","True","eastus,southcentralus,westus2"
"Standard_NC6s_v3","6","112","0","344064","x64","True","True","True","canadacentral,centralus,eastus,eastus2,southcentralus,westus,westus2,westus3"
"Standard_NC8ads_A10_v4","8","100","0","737280","x64","True","True","True","eastus,westus3"
"Standard_NC8as_T4_v3","8","56","154619000000","360448","x64","True","True","True","centralus,eastus,eastus2,northcentralus,southcentralus,westus,westus2"
"Standard_NC96ads_A100_v4","96","880","1099511627776","262144","x64","True","True","True","canadacentral,centralus,eastus,eastus2,southcentralus,westus,westus2,westus3"
"Standard_ND12s","12","224","0","688128","x64","True","True","True","eastus"
"Standard_ND24rs","24","448","1374389534720","3018752","x64","True","True","True","eastus"
"Standard_ND24s","24","448","0","1376256","x64","True","True","True","eastus"
"Standard_ND40rs_v2","40","672","1099511627776","2969600","x64","True","True","True","eastus,southcentralus"
"Standard_ND6s","6","112","0","344064","x64","True","True","True","eastus"
"Standard_NP10s","10","168","343597383680","753664","x64","True","True","True","canadacentral,southcentralus"
"Standard_NP20s","20","336","687194767360","1509376","x64","True","True","True","canadacentral,southcentralus"
"Standard_NP40s","40","672","1374389534720","3018752","x64","True","True","True","canadacentral,southcentralus"
"Standard_NV12","12","112","0","696320","x64","True","False","False","eastus,northcentralus,southcentralus"
"Standard_NV12ads_A10_v5","12","110","214748000000","368640","x64","True","True","True","canadacentral,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_NV12s_v3","12","112","0","344064","x64","True","True","True","eastus,eastus2,southcentralus,westus,westus2"
"Standard_NV16as_v4","16","56","154618822656","360448","x64","True","True","True","canadacentral,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_NV18ads_A10_v5","18","220","309237645312","737280","x64","True","True","True","canadacentral,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_NV24","24","224","0","1474560","x64","True","False","False","eastus,northcentralus,southcentralus"
"Standard_NV24s_v3","24","224","0","688128","x64","True","True","True","eastus,eastus2,southcentralus,westus,westus2"
"Standard_NV32as_v4","32","112","326417514496","720896","x64","True","True","True","canadacentral,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_NV36adms_A10_v5","36","880","1099511627776","2949120","x64","True","True","True","canadacentral,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_NV36ads_A10_v5","36","440","618475290624","1474560","x64","True","True","True","canadacentral,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_NV48s_v3","48","448","1374389534720","3018752","x64","True","True","True","eastus,eastus2,southcentralus,westus,westus2"
"Standard_NV4as_v4","4","14","34359738368","90112","x64","True","True","True","canadacentral,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_NV6","6","56","0","389120","x64","True","False","False","eastus,northcentralus,southcentralus"
"Standard_NV6ads_A10_v5","6","55","154618822656","184320","x64","True","True","True","canadacentral,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_NV72ads_A10_v5","72","880","1099511627776","2949120","x64","True","True","True","canadacentral,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
"Standard_NV8as_v4","8","28","68719476736","180224","x64","True","True","True","canadacentral,eastus,eastus2,northcentralus,southcentralus,westus,westus2,westus3"
